CSDUID,CSD,Period,IndicatorSummaryDescription,Age,Age Group,Gender,UnitOfMeasure,OriginalValue,,,,Total Population
4811061,Edmonton,2017,Population,23,20-24,Male,,8058,,,,
4811061,Edmonton,2018,Population,23,20-24,Male,,7743,,,,
4811061,Edmonton,2019,Population,23,20-24,Male,,7851,,,,
4811061,Edmonton,2020,Population,23,20-24,Male,,7811,,,,
4811061,Edmonton,2021,Population,23,20-24,Male,,7634,,,,
4811061,Edmonton,2022,Population,23,20-24,Male,,7954,,,,
4811061,Edmonton,2023,Population,23,20-24,Male,,8391,,,,
4811061,Edmonton,2001,Population,24,20-24,Female,,5969,,,,
4811061,Edmonton,2002,Population,24,20-24,Female,,6276,,,,
4811061,Edmonton,2003,Population,24,20-24,Female,,6413,,,,
4811061,Edmonton,2004,Population,24,20-24,Female,,6528,,,,
4811061,Edmonton,2005,Population,24,20-24,Female,,6942,,,,
4811061,Edmonton,2006,Population,24,20-24,Female,,7173,,,,
4811061,Edmonton,2007,Population,24,20-24,Female,,7640,,,,
4811061,Edmonton,2008,Population,24,20-24,Female,,7880,,,,
4811061,Edmonton,2009,Population,24,20-24,Female,,8023,,,,
4811061,Edmonton,2010,Population,24,20-24,Female,,8057,,,,
4811061,Edmonton,2011,Population,24,20-24,Female,,7942,,,,
4811061,Edmonton,2012,Population,24,20-24,Female,,8009,,,,
4811061,Edmonton,2013,Population,24,20-24,Female,,8172,,,,
4811061,Edmonton,2014,Population,24,20-24,Female,,8227,,,,
4811061,Edmonton,2015,Population,24,20-24,Female,,8123,,,,
4811061,Edmonton,2016,Population,24,20-24,Female,,7887,,,,
4811061,Edmonton,2017,Population,24,20-24,Female,,8026,,,,
4811061,Edmonton,2018,Population,24,20-24,Female,,7864,,,,
4811061,Edmonton,2019,Population,24,20-24,Female,,7958,,,,
4811061,Edmonton,2020,Population,24,20-24,Female,,7838,,,,
4811061,Edmonton,2021,Population,24,20-24,Female,,7626,,,,
4811061,Edmonton,2022,Population,24,20-24,Female,,7922,,,,
4811061,Edmonton,2023,Population,24,20-24,Female,,8615,,,,
4811061,Edmonton,2001,Population,24,20-24,Male,,6397,,,,
4811061,Edmonton,2002,Population,24,20-24,Male,,6576,,,,
4811061,Edmonton,2003,Population,24,20-24,Male,,6827,,,,
4811061,Edmonton,2004,Population,24,20-24,Male,,7029,,,,
4811061,Edmonton,2005,Population,24,20-24,Male,,7304,,,,
4811061,Edmonton,2006,Population,24,20-24,Male,,7710,,,,
4811061,Edmonton,2007,Population,24,20-24,Male,,8358,,,,
4811061,Edmonton,2008,Population,24,20-24,Male,,8532,,,,
4811061,Edmonton,2009,Population,24,20-24,Male,,8622,,,,
4811061,Edmonton,2010,Population,24,20-24,Male,,8542,,,,
4811061,Edmonton,2011,Population,24,20-24,Male,,8146,,,,
4811061,Edmonton,2012,Population,24,20-24,Male,,8138,,,,
4811061,Edmonton,2013,Population,24,20-24,Male,,8723,,,,
4811061,Edmonton,2014,Population,24,20-24,Male,,9090,,,,
4811061,Edmonton,2015,Population,24,20-24,Male,,9064,,,,
4811061,Edmonton,2016,Population,24,20-24,Male,,8636,,,,
4811061,Edmonton,2017,Population,24,20-24,Male,,8285,,,,
4811061,Edmonton,2018,Population,24,20-24,Male,,8517,,,,
4811061,Edmonton,2019,Population,24,20-24,Male,,8187,,,,
4811061,Edmonton,2020,Population,24,20-24,Male,,8367,,,,
4811061,Edmonton,2021,Population,24,20-24,Male,,8307,,,,
4811061,Edmonton,2022,Population,24,20-24,Male,,8182,,,,
4811061,Edmonton,2023,Population,24,20-24,Male,,8813,,,,
4811061,Edmonton,2001,Population,25,25-29,Female,,5893,,,,
4811061,Edmonton,2002,Population,25,25-29,Female,,6042,,,,
4811061,Edmonton,2003,Population,25,25-29,Female,,6238,,,,
4811061,Edmonton,2004,Population,25,25-29,Female,,6350,,,,
4811061,Edmonton,2005,Population,25,25-29,Female,,6558,,,,
4811061,Edmonton,2006,Population,25,25-29,Female,,7083,,,,
4811061,Edmonton,2007,Population,25,25-29,Female,,7495,,,,
4811061,Edmonton,2008,Population,25,25-29,Female,,7888,,,,
4811061,Edmonton,2009,Population,25,25-29,Female,,8176,,,,
4811061,Edmonton,2010,Population,25,25-29,Female,,8161,,,,
4811061,Edmonton,2011,Population,25,25-29,Female,,8208,,,,
4811061,Edmonton,2012,Population,25,25-29,Female,,8231,,,,
4811061,Edmonton,2013,Population,25,25-29,Female,,8402,,,,
4811061,Edmonton,2014,Population,25,25-29,Female,,8586,,,,
4811061,Edmonton,2015,Population,25,25-29,Female,,8543,,,,
4811061,Edmonton,2016,Population,25,25-29,Female,,8527,,,,
4811061,Edmonton,2017,Population,25,25-29,Female,,8241,,,,
4811061,Edmonton,2018,Population,25,25-29,Female,,8320,,,,
4811061,Edmonton,2019,Population,25,25-29,Female,,8202,,,,
4811061,Edmonton,2020,Population,25,25-29,Female,,8315,,,,
4811061,Edmonton,2021,Population,25,25-29,Female,,8071,,,,
4811061,Edmonton,2022,Population,25,25-29,Female,,8055,,,,
4811061,Edmonton,2023,Population,25,25-29,Female,,8911,,,,
4811061,Edmonton,2001,Population,25,25-29,Male,,6353,,,,
4811061,Edmonton,2002,Population,25,25-29,Male,,6603,,,,
4811061,Edmonton,2003,Population,25,25-29,Male,,6684,,,,
4811061,Edmonton,2004,Population,25,25-29,Male,,6988,,,,
4811061,Edmonton,2005,Population,25,25-29,Male,,7277,,,,
4811061,Edmonton,2006,Population,25,25-29,Male,,7703,,,,
4811061,Edmonton,2007,Population,25,25-29,Male,,8150,,,,
4811061,Edmonton,2008,Population,25,25-29,Male,,8717,,,,
4811061,Edmonton,2009,Population,25,25-29,Male,,8803,,,,
4811061,Edmonton,2010,Population,25,25-29,Male,,8660,,,,
4811061,Edmonton,2011,Population,25,25-29,Male,,8693,,,,
4811061,Edmonton,2012,Population,25,25-29,Male,,8517,,,,
4811061,Edmonton,2013,Population,25,25-29,Male,,8738,,,,
4811061,Edmonton,2014,Population,25,25-29,Male,,9480,,,,
4811061,Edmonton,2015,Population,25,25-29,Male,,9611,,,,
4811061,Edmonton,2016,Population,25,25-29,Male,,9432,,,,
4811061,Edmonton,2017,Population,25,25-29,Male,,8821,,,,
4811061,Edmonton,2018,Population,25,25-29,Male,,8565,,,,
4811061,Edmonton,2019,Population,25,25-29,Male,,8759,,,,
4811061,Edmonton,2020,Population,25,25-29,Male,,8438,,,,
4811061,Edmonton,2021,Population,25,25-29,Male,,8597,,,,
4811061,Edmonton,2022,Population,25,25-29,Male,,8727,,,,
4811061,Edmonton,2023,Population,25,25-29,Male,,9043,,,,
4811061,Edmonton,2001,Population,26,25-29,Female,,5677,,,,
4811061,Edmonton,2002,Population,26,25-29,Female,,5976,,,,
4811061,Edmonton,2003,Population,26,25-29,Female,,6051,,,,
4811061,Edmonton,2004,Population,26,25-29,Female,,6203,,,,
4811061,Edmonton,2005,Population,26,25-29,Female,,6378,,,,
4811061,Edmonton,2006,Population,26,25-29,Female,,6636,,,,
4811061,Edmonton,2007,Population,26,25-29,Female,,7288,,,,
4811061,Edmonton,2008,Population,26,25-29,Female,,7690,,,,
4811061,Edmonton,2009,Population,26,25-29,Female,,8090,,,,
4811061,Edmonton,2010,Population,26,25-29,Female,,8180,,,,
4811061,Edmonton,2011,Population,26,25-29,Female,,8120,,,,
4811061,Edmonton,2012,Population,26,25-29,Female,,8465,,,,
4811061,Edmonton,2013,Population,26,25-29,Female,,8541,,,,
4811061,Edmonton,2014,Population,26,25-29,Female,,8798,,,,
4811061,Edmonton,2015,Population,26,25-29,Female,,8818,,,,
4811061,Edmonton,2016,Population,26,25-29,Female,,8811,,,,
4811061,Edmonton,2017,Population,26,25-29,Female,,8792,,,,
4811061,Edmonton,2018,Population,26,25-29,Female,,8548,,,,
4811061,Edmonton,2019,Population,26,25-29,Female,,8596,,,,
4811061,Edmonton,2020,Population,26,25-29,Female,,8408,,,,
4811061,Edmonton,2021,Population,26,25-29,Female,,8261,,,,
4811061,Edmonton,2022,Population,26,25-29,Female,,8483,,,,
4811061,Edmonton,2023,Population,26,25-29,Female,,8961,,,,
4811061,Edmonton,2001,Population,26,25-29,Male,,6131,,,,
4811061,Edmonton,2002,Population,26,25-29,Male,,6506,,,,
4811061,Edmonton,2003,Population,26,25-29,Male,,6596,,,,
4811061,Edmonton,2004,Population,26,25-29,Male,,6677,,,,
4811061,Edmonton,2005,Population,26,25-29,Male,,7094,,,,
4811061,Edmonton,2006,Population,26,25-29,Male,,7561,,,,
4811061,Edmonton,2007,Population,26,25-29,Male,,8140,,,,
4811061,Edmonton,2008,Population,26,25-29,Male,,8497,,,,
4811061,Edmonton,2009,Population,26,25-29,Male,,9068,,,,
4811061,Edmonton,2010,Population,26,25-29,Male,,8908,,,,
4811061,Edmonton,2011,Population,26,25-29,Male,,8688,,,,
4811061,Edmonton,2012,Population,26,25-29,Male,,8861,,,,
4811061,Edmonton,2013,Population,26,25-29,Male,,8817,,,,
4811061,Edmonton,2014,Population,26,25-29,Male,,9128,,,,
4811061,Edmonton,2015,Population,26,25-29,Male,,9707,,,,
4811061,Edmonton,2016,Population,26,25-29,Male,,9760,,,,
4811061,Edmonton,2017,Population,26,25-29,Male,,9582,,,,
4811061,Edmonton,2018,Population,26,25-29,Male,,9037,,,,
4811061,Edmonton,2019,Population,26,25-29,Male,,8787,,,,
4811061,Edmonton,2020,Population,26,25-29,Male,,8939,,,,
4811061,Edmonton,2021,Population,26,25-29,Male,,8426,,,,
4811061,Edmonton,2022,Population,26,25-29,Male,,8915,,,,
4811061,Edmonton,2023,Population,26,25-29,Male,,9591,,,,
4811061,Edmonton,2001,Population,27,25-29,Female,,5460,,,,
4811061,Edmonton,2002,Population,27,25-29,Female,,5713,,,,
4811061,Edmonton,2003,Population,27,25-29,Female,,5984,,,,
4811061,Edmonton,2004,Population,27,25-29,Female,,5969,,,,
4811061,Edmonton,2005,Population,27,25-29,Female,,6233,,,,
4811061,Edmonton,2006,Population,27,25-29,Female,,6462,,,,
4811061,Edmonton,2007,Population,27,25-29,Female,,6791,,,,
4811061,Edmonton,2008,Population,27,25-29,Female,,7433,,,,
4811061,Edmonton,2009,Population,27,25-29,Female,,7901,,,,
4811061,Edmonton,2010,Population,27,25-29,Female,,8089,,,,
4811061,Edmonton,2011,Population,27,25-29,Female,,8171,,,,
4811061,Edmonton,2012,Population,27,25-29,Female,,8282,,,,
4811061,Edmonton,2013,Population,27,25-29,Female,,8710,,,,
4811061,Edmonton,2014,Population,27,25-29,Female,,8813,,,,
4811061,Edmonton,2015,Population,27,25-29,Female,,8927,,,,
4811061,Edmonton,2016,Population,27,25-29,Female,,8973,,,,
4811061,Edmonton,2017,Population,27,25-29,Female,,9002,,,,
4811061,Edmonton,2018,Population,27,25-29,Female,,9061,,,,
4811061,Edmonton,2019,Population,27,25-29,Female,,8874,,,,
4811061,Edmonton,2020,Population,27,25-29,Female,,8791,,,,
4811061,Edmonton,2021,Population,27,25-29,Female,,8305,,,,
4811061,Edmonton,2022,Population,27,25-29,Female,,8558,,,,
4811061,Edmonton,2023,Population,27,25-29,Female,,9335,,,,
4811061,Edmonton,2001,Population,27,25-29,Male,,5877,,,,
4811061,Edmonton,2002,Population,27,25-29,Male,,6238,,,,
4811061,Edmonton,2003,Population,27,25-29,Male,,6519,,,,
4811061,Edmonton,2004,Population,27,25-29,Male,,6538,,,,
4811061,Edmonton,2005,Population,27,25-29,Male,,6731,,,,
4811061,Edmonton,2006,Population,27,25-29,Male,,7259,,,,
4811061,Edmonton,2007,Population,27,25-29,Male,,7872,,,,
4811061,Edmonton,2008,Population,27,25-29,Male,,8348,,,,
4811061,Edmonton,2009,Population,27,25-29,Male,,8738,,,,
4811061,Edmonton,2010,Population,27,25-29,Male,,9061,,,,
4811061,Edmonton,2011,Population,27,25-29,Male,,8831,,,,
4811061,Edmonton,2012,Population,27,25-29,Male,,9064,,,,
4811061,Edmonton,2013,Population,27,25-29,Male,,9432,,,,
4811061,Edmonton,2014,Population,27,25-29,Male,,9418,,,,
4811061,Edmonton,2015,Population,27,25-29,Male,,9549,,,,
4811061,Edmonton,2016,Population,27,25-29,Male,,10019,,,,
4811061,Edmonton,2017,Population,27,25-29,Male,,9836,,,,
4811061,Edmonton,2018,Population,27,25-29,Male,,9772,,,,
4811061,Edmonton,2019,Population,27,25-29,Male,,9188,,,,
4811061,Edmonton,2020,Population,27,25-29,Male,,8975,,,,
4811061,Edmonton,2021,Population,27,25-29,Male,,8743,,,,
4811061,Edmonton,2022,Population,27,25-29,Male,,8699,,,,
4811061,Edmonton,2023,Population,27,25-29,Male,,9767,,,,
4811061,Edmonton,2001,Population,28,25-29,Female,,5262,,,,
4811061,Edmonton,2002,Population,28,25-29,Female,,5345,,,,
4811061,Edmonton,2003,Population,28,25-29,Female,,5533,,,,
4811061,Edmonton,2004,Population,28,25-29,Female,,5780,,,,
4811061,Edmonton,2005,Population,28,25-29,Female,,5827,,,,
4811061,Edmonton,2006,Population,28,25-29,Female,,6140,,,,
4811061,Edmonton,2007,Population,28,25-29,Female,,6489,,,,
4811061,Edmonton,2008,Population,28,25-29,Female,,6819,,,,
4811061,Edmonton,2009,Population,28,25-29,Female,,7511,,,,
4811061,Edmonton,2010,Population,28,25-29,Female,,7850,,,,
4811061,Edmonton,2011,Population,28,25-29,Female,,7891,,,,
4811061,Edmonton,2012,Population,28,25-29,Female,,8256,,,,
4811061,Edmonton,2013,Population,28,25-29,Female,,8445,,,,
4811061,Edmonton,2014,Population,28,25-29,Female,,8931,,,,
4811061,Edmonton,2015,Population,28,25-29,Female,,8851,,,,
4811061,Edmonton,2016,Population,28,25-29,Female,,9020,,,,
4811061,Edmonton,2017,Population,28,25-29,Female,,9058,,,,
4811061,Edmonton,2018,Population,28,25-29,Female,,9143,,,,
4811061,Edmonton,2019,Population,28,25-29,Female,,9260,,,,
4811061,Edmonton,2020,Population,28,25-29,Female,,9071,,,,
4811061,Edmonton,2021,Population,28,25-29,Female,,8592,,,,
4811061,Edmonton,2022,Population,28,25-29,Female,,8547,,,,
4811061,Edmonton,2023,Population,28,25-29,Female,,9342,,,,
4811061,Edmonton,2001,Population,28,25-29,Male,,5704,,,,
4811061,Edmonton,2002,Population,28,25-29,Male,,5923,,,,
4811061,Edmonton,2003,Population,28,25-29,Male,,6179,,,,
4811061,Edmonton,2004,Population,28,25-29,Male,,6399,,,,
4811061,Edmonton,2005,Population,28,25-29,Male,,6481,,,,
4811061,Edmonton,2006,Population,28,25-29,Male,,6799,,,,
4811061,Edmonton,2007,Population,28,25-29,Male,,7262,,,,
4811061,Edmonton,2008,Population,28,25-29,Male,,7758,,,,
4811061,Edmonton,2009,Population,28,25-29,Male,,8249,,,,
4811061,Edmonton,2010,Population,28,25-29,Male,,8436,,,,
4811061,Edmonton,2011,Population,28,25-29,Male,,8745,,,,
4811061,Edmonton,2012,Population,28,25-29,Male,,8960,,,,
4811061,Edmonton,2013,Population,28,25-29,Male,,9307,,,,
4811061,Edmonton,2014,Population,28,25-29,Male,,9747,,,,
4811061,Edmonton,2015,Population,28,25-29,Male,,9483,,,,
4811061,Edmonton,2016,Population,28,25-29,Male,,9572,,,,
4811061,Edmonton,2017,Population,28,25-29,Male,,9943,,,,
4811061,Edmonton,2018,Population,28,25-29,Male,,9917,,,,
4811061,Edmonton,2019,Population,28,25-29,Male,,9933,,,,
4811061,Edmonton,2020,Population,28,25-29,Male,,9281,,,,
4811061,Edmonton,2021,Population,28,25-29,Male,,8732,,,,
4811061,Edmonton,2022,Population,28,25-29,Male,,8972,,,,
4811061,Edmonton,2023,Population,28,25-29,Male,,9535,,,,
4811061,Edmonton,2001,Population,29,25-29,Female,,5156,,,,
4811061,Edmonton,2002,Population,29,25-29,Female,,5299,,,,
4811061,Edmonton,2003,Population,29,25-29,Female,,5322,,,,
4811061,Edmonton,2004,Population,29,25-29,Female,,5491,,,,
4811061,Edmonton,2005,Population,29,25-29,Female,,5840,,,,
4811061,Edmonton,2006,Population,29,25-29,Female,,5910,,,,
4811061,Edmonton,2007,Population,29,25-29,Female,,6203,,,,
4811061,Edmonton,2008,Population,29,25-29,Female,,6565,,,,
4811061,Edmonton,2009,Population,29,25-29,Female,,7032,,,,
4811061,Edmonton,2010,Population,29,25-29,Female,,7529,,,,
4811061,Edmonton,2011,Population,29,25-29,Female,,7868,,,,
4811061,Edmonton,2012,Population,29,25-29,Female,,8176,,,,
4811061,Edmonton,2013,Population,29,25-29,Female,,8683,,,,
4811061,Edmonton,2014,Population,29,25-29,Female,,8892,,,,
4811061,Edmonton,2015,Population,29,25-29,Female,,9145,,,,
4811061,Edmonton,2016,Population,29,25-29,Female,,9052,,,,
4811061,Edmonton,2017,Population,29,25-29,Female,,9047,,,,
4811061,Edmonton,2018,Population,29,25-29,Female,,9211,,,,
4811061,Edmonton,2019,Population,29,25-29,Female,,9366,,,,
4811061,Edmonton,2020,Population,29,25-29,Female,,9404,,,,
4811061,Edmonton,2021,Population,29,25-29,Female,,8874,,,,
4811061,Edmonton,2022,Population,29,25-29,Female,,8872,,,,
4811061,Edmonton,2023,Population,29,25-29,Female,,9348,,,,
4811061,Edmonton,2001,Population,29,25-29,Male,,5669,,,,
4811061,Edmonton,2002,Population,29,25-29,Male,,5739,,,,
4811061,Edmonton,2003,Population,29,25-29,Male,,5917,,,,
4811061,Edmonton,2004,Population,29,25-29,Male,,6110,,,,
4811061,Edmonton,2005,Population,29,25-29,Male,,6417,,,,
4811061,Edmonton,2006,Population,29,25-29,Male,,6550,,,,
4811061,Edmonton,2007,Population,29,25-29,Male,,6846,,,,
4811061,Edmonton,2008,Population,29,25-29,Male,,7291,,,,
4811061,Edmonton,2009,Population,29,25-29,Male,,7795,,,,
4811061,Edmonton,2010,Population,29,25-29,Male,,8131,,,,
4811061,Edmonton,2011,Population,29,25-29,Male,,8306,,,,
4811061,Edmonton,2012,Population,29,25-29,Male,,8847,,,,
4811061,Edmonton,2013,Population,29,25-29,Male,,9225,,,,
4811061,Edmonton,2014,Population,29,25-29,Male,,9582,,,,
4811061,Edmonton,2015,Population,29,25-29,Male,,9815,,,,
4811061,Edmonton,2016,Population,29,25-29,Male,,9444,,,,
4811061,Edmonton,2017,Population,29,25-29,Male,,9480,,,,
4811061,Edmonton,2018,Population,29,25-29,Male,,9929,,,,
4811061,Edmonton,2019,Population,29,25-29,Male,,9953,,,,
4811061,Edmonton,2020,Population,29,25-29,Male,,10009,,,,
4811061,Edmonton,2021,Population,29,25-29,Male,,8981,,,,
4811061,Edmonton,2022,Population,29,25-29,Male,,8958,,,,
4811061,Edmonton,2023,Population,29,25-29,Male,,9912,,,,
4811061,Edmonton,2001,Population,3,0-4,Female,,3799,,,,
4811061,Edmonton,2002,Population,3,0-4,Female,,3807,,,,
4811061,Edmonton,2003,Population,3,0-4,Female,,3814,,,,
4811061,Edmonton,2004,Population,3,0-4,Female,,3662,,,,
4811061,Edmonton,2005,Population,3,0-4,Female,,3727,,,,
4811061,Edmonton,2006,Population,3,0-4,Female,,3847,,,,
4811061,Edmonton,2007,Population,3,0-4,Female,,3996,,,,
4811061,Edmonton,2008,Population,3,0-4,Female,,4203,,,,
4811061,Edmonton,2009,Population,3,0-4,Female,,4261,,,,
4811061,Edmonton,2010,Population,3,0-4,Female,,4737,,,,
4811061,Edmonton,2011,Population,3,0-4,Female,,4922,,,,
4811061,Edmonton,2012,Population,3,0-4,Female,,5091,,,,
4811061,Edmonton,2013,Population,3,0-4,Female,,5280,,,,
4811061,Edmonton,2014,Population,3,0-4,Female,,5478,,,,
4811061,Edmonton,2015,Population,3,0-4,Female,,5607,,,,
4811061,Edmonton,2016,Population,3,0-4,Female,,5840,,,,
4811061,Edmonton,2017,Population,3,0-4,Female,,5944,,,,
4811061,Edmonton,2018,Population,3,0-4,Female,,6196,,,,
4811061,Edmonton,2019,Population,3,0-4,Female,,6771,,,,
4811061,Edmonton,2020,Population,3,0-4,Female,,6623,,,,
4811061,Edmonton,2021,Population,3,0-4,Female,,6233,,,,
4811061,Edmonton,2022,Population,3,0-4,Female,,6418,,,,
4811061,Edmonton,2023,Population,3,0-4,Female,,6497,,,,
4811061,Edmonton,2001,Population,3,0-4,Male,,3932,,,,
4811061,Edmonton,2002,Population,3,0-4,Male,,4056,,,,
4811061,Edmonton,2003,Population,3,0-4,Male,,3927,,,,
4811061,Edmonton,2004,Population,3,0-4,Male,,3935,,,,
4811061,Edmonton,2005,Population,3,0-4,Male,,3946,,,,
4811061,Edmonton,2006,Population,3,0-4,Male,,4228,,,,
4811061,Edmonton,2007,Population,3,0-4,Male,,4491,,,,
4811061,Edmonton,2008,Population,3,0-4,Male,,4440,,,,
4811061,Edmonton,2009,Population,3,0-4,Male,,4495,,,,
4811061,Edmonton,2010,Population,3,0-4,Male,,5006,,,,
4811061,Edmonton,2011,Population,3,0-4,Male,,5189,,,,
4811061,Edmonton,2012,Population,3,0-4,Male,,5278,,,,
4811061,Edmonton,2013,Population,3,0-4,Male,,5553,,,,
4811061,Edmonton,2014,Population,3,0-4,Male,,5777,,,,
4811061,Edmonton,2015,Population,3,0-4,Male,,5755,,,,
4811061,Edmonton,2016,Population,3,0-4,Male,,6127,,,,
4811061,Edmonton,2017,Population,3,0-4,Male,,6299,,,,
4811061,Edmonton,2018,Population,3,0-4,Male,,6598,,,,
4811061,Edmonton,2019,Population,3,0-4,Male,,6572,,,,
4811061,Edmonton,2020,Population,3,0-4,Male,,7049,,,,
4811061,Edmonton,2021,Population,3,0-4,Male,,6551,,,,
4811061,Edmonton,2022,Population,3,0-4,Male,,6610,,,,
4811061,Edmonton,2023,Population,3,0-4,Male,,6904,,,,
4811061,Edmonton,2001,Population,30,30-34,Female,,5271,,,,
4811061,Edmonton,2002,Population,30,30-34,Female,,5159,,,,
4811061,Edmonton,2003,Population,30,30-34,Female,,5296,,,,
4811061,Edmonton,2004,Population,30,30-34,Female,,5291,,,,
4811061,Edmonton,2005,Population,30,30-34,Female,,5538,,,,
4811061,Edmonton,2006,Population,30,30-34,Female,,5918,,,,
4811061,Edmonton,2007,Population,30,30-34,Female,,5984,,,,
4811061,Edmonton,2008,Population,30,30-34,Female,,6286,,,,
4811061,Edmonton,2009,Population,30,30-34,Female,,6723,,,,
4811061,Edmonton,2010,Population,30,30-34,Female,,7047,,,,
4811061,Edmonton,2011,Population,30,30-34,Female,,7483,,,,
4811061,Edmonton,2012,Population,30,30-34,Female,,7944,,,,
4811061,Edmonton,2013,Population,30,30-34,Female,,8341,,,,
4811061,Edmonton,2014,Population,30,30-34,Female,,8859,,,,
4811061,Edmonton,2015,Population,30,30-34,Female,,8883,,,,
4811061,Edmonton,2016,Population,30,30-34,Female,,9136,,,,
4811061,Edmonton,2017,Population,30,30-34,Female,,9118,,,,
4811061,Edmonton,2018,Population,30,30-34,Female,,9175,,,,
4811061,Edmonton,2019,Population,30,30-34,Female,,9381,,,,
4811061,Edmonton,2020,Population,30,30-34,Female,,9537,,,,
4811061,Edmonton,2021,Population,30,30-34,Female,,9324,,,,
4811061,Edmonton,2022,Population,30,30-34,Female,,9107,,,,
4811061,Edmonton,2023,Population,30,30-34,Female,,9608,,,,
4811061,Edmonton,2001,Population,30,30-34,Male,,5796,,,,
4811061,Edmonton,2002,Population,30,30-34,Male,,5627,,,,
4811061,Edmonton,2003,Population,30,30-34,Male,,5634,,,,
4811061,Edmonton,2004,Population,30,30-34,Male,,5808,,,,
4811061,Edmonton,2005,Population,30,30-34,Male,,6081,,,,
4811061,Edmonton,2006,Population,30,30-34,Male,,6483,,,,
4811061,Edmonton,2007,Population,30,30-34,Male,,6802,,,,
4811061,Edmonton,2008,Population,30,30-34,Male,,7026,,,,
4811061,Edmonton,2009,Population,30,30-34,Male,,7487,,,,
4811061,Edmonton,2010,Population,30,30-34,Male,,7900,,,,
4811061,Edmonton,2011,Population,30,30-34,Male,,8171,,,,
4811061,Edmonton,2012,Population,30,30-34,Male,,8442,,,,
4811061,Edmonton,2013,Population,30,30-34,Male,,9125,,,,
4811061,Edmonton,2014,Population,30,30-34,Male,,9476,,,,
4811061,Edmonton,2015,Population,30,30-34,Male,,9667,,,,
4811061,Edmonton,2016,Population,30,30-34,Male,,9811,,,,
4811061,Edmonton,2017,Population,30,30-34,Male,,9266,,,,
4811061,Edmonton,2018,Population,30,30-34,Male,,9470,,,,
4811061,Edmonton,2019,Population,30,30-34,Male,,9962,,,,
4811061,Edmonton,2020,Population,30,30-34,Male,,9990,,,,
4811061,Edmonton,2021,Population,30,30-34,Male,,9595,,,,
4811061,Edmonton,2022,Population,30,30-34,Male,,9189,,,,
4811061,Edmonton,2023,Population,30,30-34,Male,,9859,,,,
4811061,Edmonton,2001,Population,31,30-34,Female,,5145,,,,
4811061,Edmonton,2002,Population,31,30-34,Female,,5239,,,,
4811061,Edmonton,2003,Population,31,30-34,Female,,5094,,,,
4811061,Edmonton,2004,Population,31,30-34,Female,,5255,,,,
4811061,Edmonton,2005,Population,31,30-34,Female,,5303,,,,
4811061,Edmonton,2006,Population,31,30-34,Female,,5564,,,,
4811061,Edmonton,2007,Population,31,30-34,Female,,5965,,,,
4811061,Edmonton,2008,Population,31,30-34,Female,,6039,,,,
4811061,Edmonton,2009,Population,31,30-34,Female,,6352,,,,
4811061,Edmonton,2010,Population,31,30-34,Female,,6726,,,,
4811061,Edmonton,2011,Population,31,30-34,Female,,7075,,,,
4811061,Edmonton,2012,Population,31,30-34,Female,,7628,,,,
4811061,Edmonton,2013,Population,31,30-34,Female,,8117,,,,
4811061,Edmonton,2014,Population,31,30-34,Female,,8521,,,,
4811061,Edmonton,2015,Population,31,30-34,Female,,8920,,,,
4811061,Edmonton,2016,Population,31,30-34,Female,,8954,,,,
4811061,Edmonton,2017,Population,31,30-34,Female,,9175,,,,
4811061,Edmonton,2018,Population,31,30-34,Female,,9136,,,,
4811061,Edmonton,2019,Population,31,30-34,Female,,9256,,,,
4811061,Edmonton,2020,Population,31,30-34,Female,,9459,,,,
4811061,Edmonton,2021,Population,31,30-34,Female,,9348,,,,
4811061,Edmonton,2022,Population,31,30-34,Female,,9424,,,,
4811061,Edmonton,2023,Population,31,30-34,Female,,9800,,,,
4811061,Edmonton,2001,Population,31,30-34,Male,,5729,,,,
4811061,Edmonton,2002,Population,31,30-34,Male,,5871,,,,
4811061,Edmonton,2003,Population,31,30-34,Male,,5640,,,,
4811061,Edmonton,2004,Population,31,30-34,Male,,5631,,,,
4811061,Edmonton,2005,Population,31,30-34,Male,,5884,,,,
4811061,Edmonton,2006,Population,31,30-34,Male,,6224,,,,
4811061,Edmonton,2007,Population,31,30-34,Male,,6501,,,,
4811061,Edmonton,2008,Population,31,30-34,Male,,6765,,,,
4811061,Edmonton,2009,Population,31,30-34,Male,,7033,,,,
4811061,Edmonton,2010,Population,31,30-34,Male,,7337,,,,
4811061,Edmonton,2011,Population,31,30-34,Male,,7721,,,,
4811061,Edmonton,2012,Population,31,30-34,Male,,8151,,,,
4811061,Edmonton,2013,Population,31,30-34,Male,,8543,,,,
4811061,Edmonton,2014,Population,31,30-34,Male,,9217,,,,
4811061,Edmonton,2015,Population,31,30-34,Male,,9274,,,,
4811061,Edmonton,2016,Population,31,30-34,Male,,9425,,,,
4811061,Edmonton,2017,Population,31,30-34,Male,,9725,,,,
4811061,Edmonton,2018,Population,31,30-34,Male,,9356,,,,
4811061,Edmonton,2019,Population,31,30-34,Male,,9587,,,,
4811061,Edmonton,2020,Population,31,30-34,Male,,10015,,,,
4811061,Edmonton,2021,Population,31,30-34,Male,,9698,,,,
4811061,Edmonton,2022,Population,31,30-34,Male,,9687,,,,
4811061,Edmonton,2023,Population,31,30-34,Male,,10021,,,,
4811061,Edmonton,2001,Population,32,30-34,Female,,5064,,,,
