CSDUID,CSD,Period,IndicatorSummaryDescription,Age,Age Group,Gender,UnitOfMeasure,OriginalValue,,,,Total Population
4806016,Calgary,2008,Population,74,70-74,Female,,2264,,,,
4806016,Calgary,2009,Population,74,70-74,Female,,2432,,,,
4806016,Calgary,2010,Population,74,70-74,Female,,2478,,,,
4806016,Calgary,2011,Population,74,70-74,Female,,2515,,,,
4806016,Calgary,2012,Population,74,70-74,Female,,2579,,,,
4806016,Calgary,2013,Population,74,70-74,Female,,2649,,,,
4806016,Calgary,2014,Population,74,70-74,Female,,2660,,,,
4806016,Calgary,2015,Population,74,70-74,Female,,2904,,,,
4806016,Calgary,2016,Population,74,70-74,Female,,2900,,,,
4806016,Calgary,2017,Population,74,70-74,Female,,3166,,,,
4806016,Calgary,2018,Population,74,70-74,Female,,3228,,,,
4806016,Calgary,2019,Population,74,70-74,Female,,3363,,,,
4806016,Calgary,2020,Population,74,70-74,Female,,3834,,,,
4806016,Calgary,2021,Population,74,70-74,Female,,4531,,,,
4806016,Calgary,2022,Population,74,70-74,Female,,4694,,,,
4806016,Calgary,2023,Population,74,70-74,Female,,4781,,,,
4806016,Calgary,2001,Population,74,70-74,Male,,1735,,,,
4806016,Calgary,2002,Population,74,70-74,Male,,1826,,,,
4806016,Calgary,2003,Population,74,70-74,Male,,1860,,,,
4806016,Calgary,2004,Population,74,70-74,Male,,1914,,,,
4806016,Calgary,2005,Population,74,70-74,Male,,1977,,,,
4806016,Calgary,2006,Population,74,70-74,Male,,2066,,,,
4806016,Calgary,2007,Population,74,70-74,Male,,2030,,,,
4806016,Calgary,2008,Population,74,70-74,Male,,1976,,,,
4806016,Calgary,2009,Population,74,70-74,Male,,2069,,,,
4806016,Calgary,2010,Population,74,70-74,Male,,2078,,,,
4806016,Calgary,2011,Population,74,70-74,Male,,2104,,,,
4806016,Calgary,2012,Population,74,70-74,Male,,2064,,,,
4806016,Calgary,2013,Population,74,70-74,Male,,2150,,,,
4806016,Calgary,2014,Population,74,70-74,Male,,2320,,,,
4806016,Calgary,2015,Population,74,70-74,Male,,2413,,,,
4806016,Calgary,2016,Population,74,70-74,Male,,2586,,,,
4806016,Calgary,2017,Population,74,70-74,Male,,2784,,,,
4806016,Calgary,2018,Population,74,70-74,Male,,2927,,,,
4806016,Calgary,2019,Population,74,70-74,Male,,3078,,,,
4806016,Calgary,2020,Population,74,70-74,Male,,3313,,,,
4806016,Calgary,2021,Population,74,70-74,Male,,4006,,,,
4806016,Calgary,2022,Population,74,70-74,Male,,4316,,,,
4806016,Calgary,2023,Population,74,70-74,Male,,4317,,,,
4806016,Calgary,2001,Population,75,75-79,Female,,2148,,,,
4806016,Calgary,2002,Population,75,75-79,Female,,2169,,,,
4806016,Calgary,2003,Population,75,75-79,Female,,2185,,,,
4806016,Calgary,2004,Population,75,75-79,Female,,2263,,,,
4806016,Calgary,2005,Population,75,75-79,Female,,2400,,,,
4806016,Calgary,2006,Population,75,75-79,Female,,2503,,,,
4806016,Calgary,2007,Population,75,75-79,Female,,2389,,,,
4806016,Calgary,2008,Population,75,75-79,Female,,2387,,,,
4806016,Calgary,2009,Population,75,75-79,Female,,2252,,,,
4806016,Calgary,2010,Population,75,75-79,Female,,2435,,,,
4806016,Calgary,2011,Population,75,75-79,Female,,2483,,,,
4806016,Calgary,2012,Population,75,75-79,Female,,2488,,,,
4806016,Calgary,2013,Population,75,75-79,Female,,2576,,,,
4806016,Calgary,2014,Population,75,75-79,Female,,2621,,,,
4806016,Calgary,2015,Population,75,75-79,Female,,2609,,,,
4806016,Calgary,2016,Population,75,75-79,Female,,2860,,,,
4806016,Calgary,2017,Population,75,75-79,Female,,2834,,,,
4806016,Calgary,2018,Population,75,75-79,Female,,3124,,,,
4806016,Calgary,2019,Population,75,75-79,Female,,3203,,,,
4806016,Calgary,2020,Population,75,75-79,Female,,3297,,,,
4806016,Calgary,2021,Population,75,75-79,Female,,3742,,,,
4806016,Calgary,2022,Population,75,75-79,Female,,4517,,,,
4806016,Calgary,2023,Population,75,75-79,Female,,4713,,,,
4806016,Calgary,2001,Population,75,75-79,Male,,1617,,,,
4806016,Calgary,2002,Population,75,75-79,Male,,1715,,,,
4806016,Calgary,2003,Population,75,75-79,Male,,1822,,,,
4806016,Calgary,2004,Population,75,75-79,Male,,1840,,,,
4806016,Calgary,2005,Population,75,75-79,Male,,1893,,,,
4806016,Calgary,2006,Population,75,75-79,Male,,1954,,,,
4806016,Calgary,2007,Population,75,75-79,Male,,1988,,,,
4806016,Calgary,2008,Population,75,75-79,Male,,1960,,,,
4806016,Calgary,2009,Population,75,75-79,Male,,1903,,,,
4806016,Calgary,2010,Population,75,75-79,Male,,2000,,,,
4806016,Calgary,2011,Population,75,75-79,Male,,2013,,,,
4806016,Calgary,2012,Population,75,75-79,Male,,2068,,,,
4806016,Calgary,2013,Population,75,75-79,Male,,2046,,,,
4806016,Calgary,2014,Population,75,75-79,Male,,2113,,,,
4806016,Calgary,2015,Population,75,75-79,Male,,2266,,,,
4806016,Calgary,2016,Population,75,75-79,Male,,2357,,,,
4806016,Calgary,2017,Population,75,75-79,Male,,2540,,,,
4806016,Calgary,2018,Population,75,75-79,Male,,2707,,,,
4806016,Calgary,2019,Population,75,75-79,Male,,2902,,,,
4806016,Calgary,2020,Population,75,75-79,Male,,3039,,,,
4806016,Calgary,2021,Population,75,75-79,Male,,3288,,,,
4806016,Calgary,2022,Population,75,75-79,Male,,3928,,,,
4806016,Calgary,2023,Population,75,75-79,Male,,4280,,,,
4806016,Calgary,2001,Population,76,75-79,Female,,2019,,,,
4806016,Calgary,2002,Population,76,75-79,Female,,2146,,,,
4806016,Calgary,2003,Population,76,75-79,Female,,2158,,,,
4806016,Calgary,2004,Population,76,75-79,Female,,2176,,,,
4806016,Calgary,2005,Population,76,75-79,Female,,2249,,,,
4806016,Calgary,2006,Population,76,75-79,Female,,2374,,,,
4806016,Calgary,2007,Population,76,75-79,Female,,2428,,,,
4806016,Calgary,2008,Population,76,75-79,Female,,2319,,,,
4806016,Calgary,2009,Population,76,75-79,Female,,2336,,,,
4806016,Calgary,2010,Population,76,75-79,Female,,2185,,,,
4806016,Calgary,2011,Population,76,75-79,Female,,2394,,,,
4806016,Calgary,2012,Population,76,75-79,Female,,2448,,,,
4806016,Calgary,2013,Population,76,75-79,Female,,2461,,,,
4806016,Calgary,2014,Population,76,75-79,Female,,2499,,,,
4806016,Calgary,2015,Population,76,75-79,Female,,2549,,,,
4806016,Calgary,2016,Population,76,75-79,Female,,2567,,,,
4806016,Calgary,2017,Population,76,75-79,Female,,2848,,,,
4806016,Calgary,2018,Population,76,75-79,Female,,2800,,,,
4806016,Calgary,2019,Population,76,75-79,Female,,3094,,,,
4806016,Calgary,2020,Population,76,75-79,Female,,3172,,,,
4806016,Calgary,2021,Population,76,75-79,Female,,3292,,,,
4806016,Calgary,2022,Population,76,75-79,Female,,3707,,,,
4806016,Calgary,2023,Population,76,75-79,Female,,4533,,,,
4806016,Calgary,2001,Population,76,75-79,Male,,1464,,,,
4806016,Calgary,2002,Population,76,75-79,Male,,1598,,,,
4806016,Calgary,2003,Population,76,75-79,Male,,1674,,,,
4806016,Calgary,2004,Population,76,75-79,Male,,1791,,,,
4806016,Calgary,2005,Population,76,75-79,Male,,1823,,,,
4806016,Calgary,2006,Population,76,75-79,Male,,1854,,,,
4806016,Calgary,2007,Population,76,75-79,Male,,1896,,,,
4806016,Calgary,2008,Population,76,75-79,Male,,1957,,,,
4806016,Calgary,2009,Population,76,75-79,Male,,1904,,,,
4806016,Calgary,2010,Population,76,75-79,Male,,1876,,,,
4806016,Calgary,2011,Population,76,75-79,Male,,1981,,,,
4806016,Calgary,2012,Population,76,75-79,Male,,1966,,,,
4806016,Calgary,2013,Population,76,75-79,Male,,2016,,,,
4806016,Calgary,2014,Population,76,75-79,Male,,2024,,,,
4806016,Calgary,2015,Population,76,75-79,Male,,2052,,,,
4806016,Calgary,2016,Population,76,75-79,Male,,2184,,,,
4806016,Calgary,2017,Population,76,75-79,Male,,2312,,,,
4806016,Calgary,2018,Population,76,75-79,Male,,2499,,,,
4806016,Calgary,2019,Population,76,75-79,Male,,2641,,,,
4806016,Calgary,2020,Population,76,75-79,Male,,2834,,,,
4806016,Calgary,2021,Population,76,75-79,Male,,2952,,,,
4806016,Calgary,2022,Population,76,75-79,Male,,3254,,,,
4806016,Calgary,2023,Population,76,75-79,Male,,3887,,,,
4806016,Calgary,2001,Population,77,75-79,Female,,1903,,,,
4806016,Calgary,2002,Population,77,75-79,Female,,1950,,,,
4806016,Calgary,2003,Population,77,75-79,Female,,2093,,,,
4806016,Calgary,2004,Population,77,75-79,Female,,2103,,,,
4806016,Calgary,2005,Population,77,75-79,Female,,2110,,,,
4806016,Calgary,2006,Population,77,75-79,Female,,2188,,,,
4806016,Calgary,2007,Population,77,75-79,Female,,2321,,,,
4806016,Calgary,2008,Population,77,75-79,Female,,2381,,,,
4806016,Calgary,2009,Population,77,75-79,Female,,2293,,,,
4806016,Calgary,2010,Population,77,75-79,Female,,2313,,,,
4806016,Calgary,2011,Population,77,75-79,Female,,2161,,,,
4806016,Calgary,2012,Population,77,75-79,Female,,2309,,,,
4806016,Calgary,2013,Population,77,75-79,Female,,2377,,,,
4806016,Calgary,2014,Population,77,75-79,Female,,2377,,,,
4806016,Calgary,2015,Population,77,75-79,Female,,2400,,,,
4806016,Calgary,2016,Population,77,75-79,Female,,2465,,,,
4806016,Calgary,2017,Population,77,75-79,Female,,2523,,,,
4806016,Calgary,2018,Population,77,75-79,Female,,2806,,,,
4806016,Calgary,2019,Population,77,75-79,Female,,2736,,,,
4806016,Calgary,2020,Population,77,75-79,Female,,3042,,,,
4806016,Calgary,2021,Population,77,75-79,Female,,3059,,,,
4806016,Calgary,2022,Population,77,75-79,Female,,3248,,,,
4806016,Calgary,2023,Population,77,75-79,Female,,3705,,,,
4806016,Calgary,2001,Population,77,75-79,Male,,1297,,,,
4806016,Calgary,2002,Population,77,75-79,Male,,1408,,,,
4806016,Calgary,2003,Population,77,75-79,Male,,1503,,,,
4806016,Calgary,2004,Population,77,75-79,Male,,1579,,,,
4806016,Calgary,2005,Population,77,75-79,Male,,1696,,,,
4806016,Calgary,2006,Population,77,75-79,Male,,1733,,,,
4806016,Calgary,2007,Population,77,75-79,Male,,1765,,,,
4806016,Calgary,2008,Population,77,75-79,Male,,1801,,,,
4806016,Calgary,2009,Population,77,75-79,Male,,1871,,,,
4806016,Calgary,2010,Population,77,75-79,Male,,1809,,,,
4806016,Calgary,2011,Population,77,75-79,Male,,1809,,,,
4806016,Calgary,2012,Population,77,75-79,Male,,1864,,,,
4806016,Calgary,2013,Population,77,75-79,Male,,1885,,,,
4806016,Calgary,2014,Population,77,75-79,Male,,1918,,,,
4806016,Calgary,2015,Population,77,75-79,Male,,1917,,,,
4806016,Calgary,2016,Population,77,75-79,Male,,1977,,,,
4806016,Calgary,2017,Population,77,75-79,Male,,2130,,,,
4806016,Calgary,2018,Population,77,75-79,Male,,2269,,,,
4806016,Calgary,2019,Population,77,75-79,Male,,2449,,,,
4806016,Calgary,2020,Population,77,75-79,Male,,2599,,,,
4806016,Calgary,2021,Population,77,75-79,Male,,2754,,,,
4806016,Calgary,2022,Population,77,75-79,Male,,2893,,,,
4806016,Calgary,2023,Population,77,75-79,Male,,3226,,,,
4806016,Calgary,2001,Population,78,75-79,Female,,1831,,,,
4806016,Calgary,2002,Population,78,75-79,Female,,1906,,,,
4806016,Calgary,2003,Population,78,75-79,Female,,1934,,,,
4806016,Calgary,2004,Population,78,75-79,Female,,2098,,,,
4806016,Calgary,2005,Population,78,75-79,Female,,2118,,,,
4806016,Calgary,2006,Population,78,75-79,Female,,2087,,,,
4806016,Calgary,2007,Population,78,75-79,Female,,2128,,,,
4806016,Calgary,2008,Population,78,75-79,Female,,2242,,,,
4806016,Calgary,2009,Population,78,75-79,Female,,2307,,,,
4806016,Calgary,2010,Population,78,75-79,Female,,2225,,,,
4806016,Calgary,2011,Population,78,75-79,Female,,2274,,,,
4806016,Calgary,2012,Population,78,75-79,Female,,2159,,,,
4806016,Calgary,2013,Population,78,75-79,Female,,2324,,,,
4806016,Calgary,2014,Population,78,75-79,Female,,2369,,,,
4806016,Calgary,2015,Population,78,75-79,Female,,2354,,,,
4806016,Calgary,2016,Population,78,75-79,Female,,2376,,,,
4806016,Calgary,2017,Population,78,75-79,Female,,2431,,,,
4806016,Calgary,2018,Population,78,75-79,Female,,2468,,,,
4806016,Calgary,2019,Population,78,75-79,Female,,2786,,,,
4806016,Calgary,2020,Population,78,75-79,Female,,2696,,,,
4806016,Calgary,2021,Population,78,75-79,Female,,2958,,,,
4806016,Calgary,2022,Population,78,75-79,Female,,3020,,,,
4806016,Calgary,2023,Population,78,75-79,Female,,3250,,,,
4806016,Calgary,2001,Population,78,75-79,Male,,1214,,,,
4806016,Calgary,2002,Population,78,75-79,Male,,1281,,,,
4806016,Calgary,2003,Population,78,75-79,Male,,1372,,,,
4806016,Calgary,2004,Population,78,75-79,Male,,1457,,,,
4806016,Calgary,2005,Population,78,75-79,Male,,1531,,,,
4806016,Calgary,2006,Population,78,75-79,Male,,1642,,,,
4806016,Calgary,2007,Population,78,75-79,Male,,1647,,,,
4806016,Calgary,2008,Population,78,75-79,Male,,1677,,,,
4806016,Calgary,2009,Population,78,75-79,Male,,1717,,,,
4806016,Calgary,2010,Population,78,75-79,Male,,1809,,,,
4806016,Calgary,2011,Population,78,75-79,Male,,1746,,,,
4806016,Calgary,2012,Population,78,75-79,Male,,1778,,,,
4806016,Calgary,2013,Population,78,75-79,Male,,1834,,,,
4806016,Calgary,2014,Population,78,75-79,Male,,1855,,,,
4806016,Calgary,2015,Population,78,75-79,Male,,1889,,,,
4806016,Calgary,2016,Population,78,75-79,Male,,1878,,,,
4806016,Calgary,2017,Population,78,75-79,Male,,1899,,,,
4806016,Calgary,2018,Population,78,75-79,Male,,2079,,,,
4806016,Calgary,2019,Population,78,75-79,Male,,2213,,,,
4806016,Calgary,2020,Population,78,75-79,Male,,2366,,,,
4806016,Calgary,2021,Population,78,75-79,Male,,2490,,,,
4806016,Calgary,2022,Population,78,75-79,Male,,2685,,,,
4806016,Calgary,2023,Population,78,75-79,Male,,2845,,,,
4806016,Calgary,2001,Population,79,75-79,Female,,1765,,,,
4806016,Calgary,2002,Population,79,75-79,Female,,1744,,,,
4806016,Calgary,2003,Population,79,75-79,Female,,1813,,,,
4806016,Calgary,2004,Population,79,75-79,Female,,1842,,,,
4806016,Calgary,2005,Population,79,75-79,Female,,2011,,,,
4806016,Calgary,2006,Population,79,75-79,Female,,2032,,,,
4806016,Calgary,2007,Population,79,75-79,Female,,2054,,,,
4806016,Calgary,2008,Population,79,75-79,Female,,2099,,,,
4806016,Calgary,2009,Population,79,75-79,Female,,2209,,,,
4806016,Calgary,2010,Population,79,75-79,Female,,2259,,,,
4806016,Calgary,2011,Population,79,75-79,Female,,2190,,,,
4806016,Calgary,2012,Population,79,75-79,Female,,2189,,,,
4806016,Calgary,2013,Population,79,75-79,Female,,2087,,,,
4806016,Calgary,2014,Population,79,75-79,Female,,2237,,,,
4806016,Calgary,2015,Population,79,75-79,Female,,2278,,,,
4806016,Calgary,2016,Population,79,75-79,Female,,2274,,,,
4806016,Calgary,2017,Population,79,75-79,Female,,2294,,,,
4806016,Calgary,2018,Population,79,75-79,Female,,2384,,,,
4806016,Calgary,2019,Population,79,75-79,Female,,2407,,,,
4806016,Calgary,2020,Population,79,75-79,Female,,2736,,,,
4806016,Calgary,2021,Population,79,75-79,Female,,2610,,,,
4806016,Calgary,2022,Population,79,75-79,Female,,2918,,,,
4806016,Calgary,2023,Population,79,75-79,Female,,3005,,,,
4806016,Calgary,2001,Population,79,75-79,Male,,1196,,,,
4806016,Calgary,2002,Population,79,75-79,Male,,1135,,,,
4806016,Calgary,2003,Population,79,75-79,Male,,1210,,,,
4806016,Calgary,2004,Population,79,75-79,Male,,1295,,,,
4806016,Calgary,2005,Population,79,75-79,Male,,1374,,,,
4806016,Calgary,2006,Population,79,75-79,Male,,1446,,,,
4806016,Calgary,2007,Population,79,75-79,Male,,1501,,,,
4806016,Calgary,2008,Population,79,75-79,Male,,1518,,,,
4806016,Calgary,2009,Population,79,75-79,Male,,1552,,,,
4806016,Calgary,2010,Population,79,75-79,Male,,1587,,,,
4806016,Calgary,2011,Population,79,75-79,Male,,1689,,,,
4806016,Calgary,2012,Population,79,75-79,Male,,1696,,,,
4806016,Calgary,2013,Population,79,75-79,Male,,1730,,,,
4806016,Calgary,2014,Population,79,75-79,Male,,1787,,,,
4806016,Calgary,2015,Population,79,75-79,Male,,1811,,,,
4806016,Calgary,2016,Population,79,75-79,Male,,1809,,,,
4806016,Calgary,2017,Population,79,75-79,Male,,1830,,,,
4806016,Calgary,2018,Population,79,75-79,Male,,1822,,,,
4806016,Calgary,2019,Population,79,75-79,Male,,2033,,,,
4806016,Calgary,2020,Population,79,75-79,Male,,2150,,,,
4806016,Calgary,2021,Population,79,75-79,Male,,2289,,,,
4806016,Calgary,2022,Population,79,75-79,Male,,2439,,,,
4806016,Calgary,2023,Population,79,75-79,Male,,2642,,,,
4806016,Calgary,2001,Population,8,9-May,Female,,5559,,,,
4806016,Calgary,2002,Population,8,9-May,Female,,5491,,,,
4806016,Calgary,2003,Population,8,9-May,Female,,5619,,,,
4806016,Calgary,2004,Population,8,9-May,Female,,5665,,,,
4806016,Calgary,2005,Population,8,9-May,Female,,5495,,,,
4806016,Calgary,2006,Population,8,9-May,Female,,5767,,,,
4806016,Calgary,2007,Population,8,9-May,Female,,5745,,,,
4806016,Calgary,2008,Population,8,9-May,Female,,5895,,,,
4806016,Calgary,2009,Population,8,9-May,Female,,5833,,,,
4806016,Calgary,2010,Population,8,9-May,Female,,5735,,,,
4806016,Calgary,2011,Population,8,9-May,Female,,6060,,,,
4806016,Calgary,2012,Population,8,9-May,Female,,6435,,,,
4806016,Calgary,2013,Population,8,9-May,Female,,6674,,,,
4806016,Calgary,2014,Population,8,9-May,Female,,7077,,,,
4806016,Calgary,2015,Population,8,9-May,Female,,7313,,,,
4806016,Calgary,2016,Population,8,9-May,Female,,7761,,,,
4806016,Calgary,2017,Population,8,9-May,Female,,7850,,,,
4806016,Calgary,2018,Population,8,9-May,Female,,8058,,,,
4806016,Calgary,2019,Population,8,9-May,Female,,7886,,,,
4806016,Calgary,2020,Population,8,9-May,Female,,7834,,,,
4806016,Calgary,2021,Population,8,9-May,Female,,7895,,,,
4806016,Calgary,2022,Population,8,9-May,Female,,7998,,,,
4806016,Calgary,2023,Population,8,9-May,Female,,8611,,,,
4806016,Calgary,2001,Population,8,9-May,Male,,5924,,,,
4806016,Calgary,2002,Population,8,9-May,Male,,5883,,,,
4806016,Calgary,2003,Population,8,9-May,Male,,6021,,,,
4806016,Calgary,2004,Population,8,9-May,Male,,5820,,,,
4806016,Calgary,2005,Population,8,9-May,Male,,5923,,,,
4806016,Calgary,2006,Population,8,9-May,Male,,5992,,,,
4806016,Calgary,2007,Population,8,9-May,Male,,6129,,,,
4806016,Calgary,2008,Population,8,9-May,Male,,6077,,,,
4806016,Calgary,2009,Population,8,9-May,Male,,6190,,,,
4806016,Calgary,2010,Population,8,9-May,Male,,6045,,,,
4806016,Calgary,2011,Population,8,9-May,Male,,6290,,,,
4806016,Calgary,2012,Population,8,9-May,Male,,6595,,,,
4806016,Calgary,2013,Population,8,9-May,Male,,6982,,,,
4806016,Calgary,2014,Population,8,9-May,Male,,7138,,,,
4806016,Calgary,2015,Population,8,9-May,Male,,7696,,,,
4806016,Calgary,2016,Population,8,9-May,Male,,8243,,,,
4806016,Calgary,2017,Population,8,9-May,Male,,8257,,,,
4806016,Calgary,2018,Population,8,9-May,Male,,8436,,,,
4806016,Calgary,2019,Population,8,9-May,Male,,8367,,,,
4806016,Calgary,2020,Population,8,9-May,Male,,8406,,,,
4806016,Calgary,2021,Population,8,9-May,Male,,8305,,,,
4806016,Calgary,2022,Population,8,9-May,Male,,8522,,,,
4806016,Calgary,2023,Population,8,9-May,Male,,9091,,,,
4806016,Calgary,2001,Population,80,80-84,Female,,1639,,,,
4806016,Calgary,2002,Population,80,80-84,Female,,1736,,,,
4806016,Calgary,2003,Population,80,80-84,Female,,1723,,,,
4806016,Calgary,2004,Population,80,80-84,Female,,1774,,,,
4806016,Calgary,2005,Population,80,80-84,Female,,1818,,,,
4806016,Calgary,2006,Population,80,80-84,Female,,1968,,,,
4806016,Calgary,2007,Population,80,80-84,Female,,1953,,,,
4806016,Calgary,2008,Population,80,80-84,Female,,1983,,,,
4806016,Calgary,2009,Population,80,80-84,Female,,2044,,,,
4806016,Calgary,2010,Population,80,80-84,Female,,2137,,,,
4806016,Calgary,2011,Population,80,80-84,Female,,2171,,,,
4806016,Calgary,2012,Population,80,80-84,Female,,2108,,,,
4806016,Calgary,2013,Population,80,80-84,Female,,2125,,,,
4806016,Calgary,2014,Population,80,80-84,Female,,2014,,,,
4806016,Calgary,2015,Population,80,80-84,Female,,2153,,,,
4806016,Calgary,2016,Population,80,80-84,Female,,2201,,,,
4806016,Calgary,2017,Population,80,80-84,Female,,2220,,,,
4806016,Calgary,2018,Population,80,80-84,Female,,2238,,,,
4806016,Calgary,2019,Population,80,80-84,Female,,2339,,,,
4806016,Calgary,2020,Population,80,80-84,Female,,2359,,,,
4806016,Calgary,2021,Population,80,80-84,Female,,2644,,,,
4806016,Calgary,2022,Population,80,80-84,Female,,2591,,,,
4806016,Calgary,2023,Population,80,80-84,Female,,2903,,,,
4806016,Calgary,2001,Population,80,80-84,Male,,1118,,,,
4806016,Calgary,2002,Population,80,80-84,Male,,1147,,,,
4806016,Calgary,2003,Population,80,80-84,Male,,1089,,,,
4806016,Calgary,2004,Population,80,80-84,Male,,1174,,,,
4806016,Calgary,2005,Population,80,80-84,Male,,1253,,,,
4806016,Calgary,2006,Population,80,80-84,Male,,1332,,,,
4806016,Calgary,2007,Population,80,80-84,Male,,1398,,,,
4806016,Calgary,2008,Population,80,80-84,Male,,1456,,,,
4806016,Calgary,2009,Population,80,80-84,Male,,1478,,,,
4806016,Calgary,2010,Population,80,80-84,Male,,1505,,,,
4806016,Calgary,2011,Population,80,80-84,Male,,1531,,,,
4806016,Calgary,2012,Population,80,80-84,Male,,1601,,,,
4806016,Calgary,2013,Population,80,80-84,Male,,1599,,,,
4806016,Calgary,2014,Population,80,80-84,Male,,1627,,,,
4806016,Calgary,2015,Population,80,80-84,Male,,1689,,,,
4806016,Calgary,2016,Population,80,80-84,Male,,1743,,,,
4806016,Calgary,2017,Population,80,80-84,Male,,1741,,,,
4806016,Calgary,2018,Population,80,80-84,Male,,1760,,,,
4806016,Calgary,2019,Population,80,80-84,Male,,1759,,,,
4806016,Calgary,2020,Population,80,80-84,Male,,1948,,,,
4806016,Calgary,2021,Population,80,80-84,Male,,2048,,,,
4806016,Calgary,2022,Population,80,80-84,Male,,2211,,,,
4806016,Calgary,2023,Population,80,80-84,Male,,2376,,,,
4806016,Calgary,2001,Population,81,80-84,Female,,1541,,,,
4806016,Calgary,2002,Population,81,80-84,Female,,1602,,,,
4806016,Calgary,2003,Population,81,80-84,Female,,1677,,,,
4806016,Calgary,2004,Population,81,80-84,Female,,1660,,,,
4806016,Calgary,2005,Population,81,80-84,Female,,1716,,,,
4806016,Calgary,2006,Population,81,80-84,Female,,1779,,,,
4806016,Calgary,2007,Population,81,80-84,Female,,1898,,,,
4806016,Calgary,2008,Population,81,80-84,Female,,1882,,,,
4806016,Calgary,2009,Population,81,80-84,Female,,1908,,,,
4806016,Calgary,2010,Population,81,80-84,Female,,1985,,,,
4806016,Calgary,2011,Population,81,80-84,Female,,2047,,,,
4806016,Calgary,2012,Population,81,80-84,Female,,2116,,,,
4806016,Calgary,2013,Population,81,80-84,Female,,2045,,,,
4806016,Calgary,2014,Population,81,80-84,Female,,2039,,,,
4806016,Calgary,2015,Population,81,80-84,Female,,1928,,,,
4806016,Calgary,2016,Population,81,80-84,Female,,2100,,,,
4806016,Calgary,2017,Population,81,80-84,Female,,2150,,,,
4806016,Calgary,2018,Population,81,80-84,Female,,2175,,,,
4806016,Calgary,2019,Population,81,80-84,Female,,2154,,,,
4806016,Calgary,2020,Population,81,80-84,Female,,2268,,,,
4806016,Calgary,2021,Population,81,80-84,Female,,2259,,,,
4806016,Calgary,2022,Population,81,80-84,Female,,2592,,,,
4806016,Calgary,2023,Population,81,80-84,Female,,2571,,,,
4806016,Calgary,2001,Population,81,80-84,Male,,950,,,,
4806016,Calgary,2002,Population,81,80-84,Male,,1040,,,,
4806016,Calgary,2003,Population,81,80-84,Male,,1088,,,,
4806016,Calgary,2004,Population,81,80-84,Male,,1006,,,,
4806016,Calgary,2005,Population,81,80-84,Male,,1095,,,,
4806016,Calgary,2006,Population,81,80-84,Male,,1193,,,,
4806016,Calgary,2007,Population,81,80-84,Male,,1262,,,,
4806016,Calgary,2008,Population,81,80-84,Male,,1311,,,,
4806016,Calgary,2009,Population,81,80-84,Male,,1399,,,,
4806016,Calgary,2010,Population,81,80-84,Male,,1427,,,,
4806016,Calgary,2011,Population,81,80-84,Male,,1454,,,,
4806016,Calgary,2012,Population,81,80-84,Male,,1494,,,,
4806016,Calgary,2013,Population,81,80-84,Male,,1565,,,,
4806016,Calgary,2014,Population,81,80-84,Male,,1546,,,,
4806016,Calgary,2015,Population,81,80-84,Male,,1564,,,,
4806016,Calgary,2016,Population,81,80-84,Male,,1611,,,,
4806016,Calgary,2017,Population,81,80-84,Male,,1688,,,,
4806016,Calgary,2018,Population,81,80-84,Male,,1657,,,,
4806016,Calgary,2019,Population,81,80-84,Male,,1699,,,,
4806016,Calgary,2020,Population,81,80-84,Male,,1666,,,,
4806016,Calgary,2021,Population,81,80-84,Male,,1820,,,,
4806016,Calgary,2022,Population,81,80-84,Male,,1996,,,,
4806016,Calgary,2023,Population,81,80-84,Male,,2156,,,,
4806016,Calgary,2001,Population,82,80-84,Female,,1241,,,,
4806016,Calgary,2002,Population,82,80-84,Female,,1502,,,,
4806016,Calgary,2003,Population,82,80-84,Female,,1521,,,,
4806016,Calgary,2004,Population,82,80-84,Female,,1588,,,,
4806016,Calgary,2005,Population,82,80-84,Female,,1594,,,,
4806016,Calgary,2006,Population,82,80-84,Female,,1628,,,,
4806016,Calgary,2007,Population,82,80-84,Female,,1669,,,,
4806016,Calgary,2008,Population,82,80-84,Female,,1801,,,,
4806016,Calgary,2009,Population,82,80-84,Female,,1794,,,,
4806016,Calgary,2010,Population,82,80-84,Female,,1818,,,,
4806016,Calgary,2011,Population,82,80-84,Female,,1927,,,,
4806016,Calgary,2012,Population,82,80-84,Female,,1998,,,,
4806016,Calgary,2013,Population,82,80-84,Female,,2080,,,,
4806016,Calgary,2014,Population,82,80-84,Female,,2004,,,,
4806016,Calgary,2015,Population,82,80-84,Female,,1986,,,,
4806016,Calgary,2016,Population,82,80-84,Female,,1909,,,,
4806016,Calgary,2017,Population,82,80-84,Female,,2039,,,,
4806016,Calgary,2018,Population,82,80-84,Female,,2090,,,,
4806016,Calgary,2019,Population,82,80-84,Female,,2144,,,,
4806016,Calgary,2020,Population,82,80-84,Female,,2075,,,,
4806016,Calgary,2021,Population,82,80-84,Female,,2206,,,,
4806016,Calgary,2022,Population,82,80-84,Female,,2187,,,,
4806016,Calgary,2023,Population,82,80-84,Female,,2541,,,,
4806016,Calgary,2001,Population,82,80-84,Male,,754,,,,
4806016,Calgary,2002,Population,82,80-84,Male,,869,,,,
4806016,Calgary,2003,Population,82,80-84,Male,,966,,,,
4806016,Calgary,2004,Population,82,80-84,Male,,1018,,,,
4806016,Calgary,2005,Population,82,80-84,Male,,926,,,,
